SONG,ARTIST,MF CODE,TRACK
All The Places (I Will Kiss You),Aaron Hall,SC8515,8
All The Right Moves,One Republic,CB5139-02,12
All The Same,Sick Puppies,PHM0709,9
All The Same,Sick Puppies (Vocal),PHM0709,18
All The Small Things,Blink 182,SPC026,18
All The Small Things,Blink 182 (Vocal),SC2447,10
All The Things (Your Man Won't Do),Joe,SC8257,1
All The Things She Said,T A T U,SFTP3-04,1
All The Things She Said,T A T U (Vocal),PHM0302,15
All The Things You Are,Sarah Vaughan,PI302,12
All The Time,Jack Greene,SC8276,12
All The Times I Cried,Sharleen Spiteri,SFMW906,12
All The Way,Craig David,SFKK05,6
All The Way,Frank Sinatra,TT029,1
All The Young Dudes,Mott The Hoople,SFWS027,11
All These Things,Joe Stampley,SC8564,10
All These Things That I've Done,Killers,SFMW862,8
All These Years,Sawyer Brown,SC8352-V2,6
All Things Considered,Yankee Grey,SC3152,8
All This Love,Debarge,SC8323,4
All This Love,Similou,SF246,2
All This Love That I'm Giving,Gwen Mccrae,SFMW905,9
All This Time,Michelle Mcmanus,EZH031,1
All This Time,Sting,SC8643,12
All Those Years Ago,George Harrison,SC8305,7
All Through The Night,Cyndi Lauper,SC8297,15
All Tied Up,Ronnie Mcdowell,SC8529,10
All Time High,Pulp,SFGD023,15
All Time High,Rita Coolidge,SC8468,13
All Time Love,Will Young,SF239,3
All Time Low,Wanted,SF295,5
All To Myself,Guy Sebastian,SFKK43,6
All Together Now,Farm,ZKH06,8
All Together Now (Euro 2002),Farm,EZH056,18
All Together Now (Euro 2004),Farm,EZH035,14
All We Are,Matt Nathanson,PHM0902,9
All We Are,Matt Nathanson (Vocal),PHM0902,18
All We Ever Find,Tim Mcgraw,ZPA036,4
All You Do Is Bring Me Down,Mavericks,SFMW848,9
All You Ever Do Is Bring Me Down,Mavericks,SC8216,1
All You Get From Love Is A Love Son,Carpenters,ZPA052,6
All You Good Good People,Embrace,SFPL006,11
All You Good People,Embrace,SF116,7
All You Need Is Love,Beatles,TT051,4
All You Want,Dido,SF187,4
All You Wanted,Michelle Branch,SC8796,5
All You Wanted,Michelle Branch (Vocal),PHM0204,18
All Your Reasons,Matchbox 20,SFWS040,12
All-american Girl,Carrie Underwood,CBE09-08,4
Allegheny Moon,Patti Page,SC8124,9
Allejandro,Lady Gaga,SFKK44,7
Allentown,Billy Joel,ZPA098,3
Alley Cat,Lawrence Welk,SC8330,5
Alley Oop,Hollywood Argyles,SGB0056,1
Alligator Sky,Owl City,PHM1107,9
Alligator Sky,Owl City (Vocal),PHM1107,18
Allison Rd,Gin Blossoms,SC8145,12
Allison Road,Gin Blossoms,MM6078,2
Almaz,Randy Crawford,SF082,12
Almost A Memory Now,Blackhawk,SC8253,7
Almost Doesn't Count,Brandy,SC8531,8
Almost Doesn't Count,Mark Wills,TT063,1
Almost Easy,Avenged Sevenfold,SC9019,1
Almost Goodbye,Mark Chesnutt,SC8177,13
Almost Here,Delta Goodrem And Brian Mcfad,SFKK01,16
Almost Home,Mary Chapin Carpenter,SGB0017,9
Almost Honest,Josh Kelley,THM2006,--
Almost Like A Song,Ronnie Milsap,SC7539,14
Almost Like Being In Love,Brigadoon,LEGBR10,9
Almost Like Being In Love,Frank Sinatra,SGB0033,19
Almost Like Being In Love,Frank Sinatra (Vocal),PS1394,8
Almost Over You,Lila Mccann,SC8495,13
Almost Over You,Sheena Easton,SC7559,6
Almost Paradise,Ann Wilson And Mike Reno,LGK007,10
Almost Paradise,Mike Reno And Ann Wilson,SC8482,13
Almost Paradise,Mike Renu And Ann Wilson,LEG234,2
Almost Perfect,Ingram Hill,PHM0509,6
Almost Perfect,Ingram Hill (Vocal),PHM0509,15
Almost Persuaded,David Houston,SAVA010,14
Almost There,Andy Williams,SF094,1
Almost There,Level 42,SFMW909,13
Almost Unreal,Roxette,SC8237,2
Alone,Bee Gees,ZPA045,1
Alone,Glee Cast,SFMW924,15
Alone,Heart,SF013,10
Alone,Lasgo,LEG215,14
Alone,Monty Holmes,SC8485,11
Alone Again,Alyssa Reid And Jump Smokers,SF313,1
Alone Again,Dokken,SC8373,11
Alone Again Naturally,Gilbert O'sullivan,SGB0051,8
Alone I Break,Korn,LEG191,10
Alone With You,Al B Sure,SAVP025,1
Alone With You,Faron Young,SC8208,3
Along Came Jones,Coasters,SC8707,8
Along Came Jones,Ray Stevens,SGB0041,13
Along Comes A Woman,Chicago,SC8314,2
Along Comes Mary,Association,SC8396,2
Alouette,Childrens,PI307,29
Alphabet Song,Childrens,PI307,11
Alphabet Street,Prince,SFGD022,7
Already Gone,Eagles,SC8125,6
Already Gone,Kelly Clarkson,SFKK36,11
Already Gone,Tanya Tucker,SC8278,3
Alright,Janet Jackson,CBE10-20,5
Alright,Supergrass,SF114,11
Alright Already,Larry Stewart,SC8130,6
Alright By Me,Darius Rucker,CBE10-07,5
Alright Ok You Win,Diana Krall,LEG175,13
Alright With Me,Kris Allen,PHM1102,8
Alright With Me,Kris Allen (Vocal),PHM1102,17
Always,Atlantic Starr,SPC028,17
Always,Blink 182,SFPL005,10
Always,Bon Jovi,TT070,1
Always,Erasure,SF025,1
Always,Patsy Cline,SC8426,12
Always,Standard,SCRS7,5
Always A Woman,Larry Stewart,SC8341,6
Always And Forever,Heatwave,SF103,12
Always And Forever,Luther Vandross,SFWS019,7
Always Be Here,Dane Rumble,SFKK49,10
Always Be My Baby,Mariah Carey,SC8497,1
Always Come Back To Your Love,Samantha Mumba,TT034,1
Always Have Always Will,Janie Fricke,SC8767,6
Always Have Always Will,Shenandoah,SC8211,2
Always In My Heart,Tevin Campbell,SC8132,3
Always Late With Your Kisses,Lefty Frizzell,SC8383,15
Always Look On The Bright Side,Monty Python,SC8669,7
Always Look On The Bright Side Of L,Monty Python,EZH056,19
Always On My Mind,Elvis Presley,ZPA014,11
Always On My Mind,Pet Shop Boys,ZGY87,6
Always On My Mind,Willie Nelson,SFKK42,12
Always On The Run,Lenny Kravitz,SFMW872,6
Always On Time,Ja Rule And Ashanti,SC8797,3
Always On Time,Ja Rule And Ashanti (Vocal),PHM0205,16
Always On Time,Rule Ja And Ashanti,SC8735,7
Always On Your Side,Sheryl Crow And Sting,THM2006,--
Always Right Behind You,Zutons,SF268,15
Always Something There To Remind Me,Naked Eyes,SC8439,8
Always Something There To Remind Me,Sandie Shaw,EK040,13
Always The Last To Know,Del Amitri,SF004,2
Always The Love Song,Eli Young Band,CBE10-09,2
Always The Sun,Stranglers,LGK006,8
Always There For You,Stryper,CBE10-18,17
Always Tomorrow,Gloria Estefan,LEG121,2
Always Was,Aaron Tippin,TT072,3
Always Where I Need To Be,Kooks,SF266,6
Always Will,Wynonna Judd,SC8463,12
Always You,Jennifer Paige,SC8569,4
Am I Blue,George Strait,SC8493,11
Am I Blue,Linda Ronstadt,PI306,15
Am I Blue,Standard,SAVA002,19
Am I Losing You,Jim Reeves,SC8682,5
Am I That Easy To Forget,Engelbert Humperdinck,SFWS035,4
Am Radio,Everclear,SC8649,4
Am Radio,Everclear (Vocal),PHM0103,16
Am To Pm,Christina Milian,SF189,6
Am To Pm,Christina Milian (Vocal),PHM0112,16
Amanda,Boston,SF013,6
Amanda,Don Williams,SC7551,4
Amanda,Waylon Jennings,SC8431,12
Amarantine,Enya,THM2006,--
Amarillo By Morning,Eight Strait Hits,SC2005,6
Amarillo By Morning,George Strait,SC8493,5
Amarillo Sky,Jason Aldean,THM2006,--
Amazed,Lonestar,SPC022,12
Amazed (Uptempo Mix),Lonestar,SPC004,3
Amazing,Aerosmith,SGB0048,4
Amazing,George Michael,EZH033,2
Amazing,Inna,SF295,1
Amazing,Josh Kelley,PHM0401,8
Amazing,Josh Kelley (Vocal),PHM0401,17
Amazing,Madonna,SF183,15
Amazing,Matt Cardle,SF313,3
Amazing,Vanessa Amorosi,SFKK65,2
Amazing,Westlife,SF241,2
Amazing Grace,Aretha Franklin,LEG186,10
Amazing Grace,Elvis Presley,SC8536,5
Amazing Grace,Gospel,SPC014,14
Amazing Grace,Maverick's Choir,MM6062,6
Amazing Grace,Standard,SPC031,14
Amazing Love,Charlie Pride,SC8604,5
Ambitions,Joe Mcelderry,SF297,10
Amen Kind Of Love,Daryle Singletary,SC8328,13
America,Neil Diamond,ZPA017,9
America,Razorlight,THM2006,--
America,Waylon Jennings,SC7569,4
America,West Side Story,LEGBR09,4
America (My Country 'tis Of Thee),Standard,TT036,25
America The Beautiful,Patriotic,TT036,1
America The Beautiful,Ray Charles,LEG209,3
America Will Survive,Hank Williams Jnr,SC8733,15
American Bad Ass,Kid Rock,SC8626,1
American Bandstand,Tv Theme,SC8116,13
American Boy,Estelle And Kanye West,ZPP04-1,3
American Boy,Estelle Feat Kanye West,SF266,1
American Boy,Estelle Ft Kanye West,SFKK24,15
American Boy,Estelle Ftg Kanye West,CBE10-12,3
American Child,Phil Vassar,SC8764,13
American Dream,Nitty Gritty Dirt Band,SC8378,7
American Girl,Tom Petty,SC8140,13
American Girl,Tom Petty And The Heartbreake,SFMW923,11
American Girls,Counting Crows,SC8768,15
American Honey,Lady Antebellum,SF290,12
American Honky Tonk Bar Association,Garth Brooks,SGB0024,14
American Idiot,Green Day,SFPL005,2
American Idiot,Green Day (Vocal),PHM0411,16
American Life,Madonna,SFTP3-06,3
American Made,Oak Ridge Boys,TT040,3
American Pie,Don Mcclean,LEG170,4
American Pie,Don Mclean,ZLP01,3
American Pie,Madonna,SPC015,15
American Pie,Madonna (Vocal),PHM0003,11
American Pie (Dance Version),Madonna,BRTSPK004,6
American Pie (Full Length Version),Don Mclean,SFID010,2
American Pie (Parts 1 And 2),Don Mclean,SPC027,1
American Soldier,Toby Keith,SPC022,19
American Trilogy,Elvis Presley,TT028,3
American Tune,Eva Cassidy,ZPA033,7
American Woman,Guess Who,SGB0039,16
American Woman,Lenny Kravitz,SC8545,9
Americana,Moe Bandy,SC8426,5
America's Suitehearts,Fall Out Boy,SFKK32,8
Amie,Charlie Daniels,LEG213,10
Amie,Pure Prairie League,SGB0022,4
Amigo's Guitar,Kitty Wells,SC7567,12
Amish Paradise,Weird Al Yankovic,SGB0023,9
Amnesia,Chumbawamba,SF117,13
Amnesia,Marty Haggard,SC8250,4
Among My Souvenirs,Connie Francis,SC8196,9
Among My Souvenirs,Marty Robbins,SC8385,2
Among The Missing,Michael Mcdonald And Kathy Ma,SC8524,7
Amor Prohibido,Selena,PS1222,10
Amor Prohibido,Selena (Vocal),PS1222,1
Amos Moses,Jerry Reed,CBE09-04,2
Amoureuse,Kiki Dee,EK043,15
Amsterdam,David Bowie,LGK008,8
Amsterdam,Guster,PHM0310,8
Amsterdam,Guster (Vocal),PHM0310,17
Amy's Back In Austin,Little Texas,SC8198,2
An Easier Affair,George Michael,THM2006,--
An Englishman In New York,Sting,SFGD026,10
An Everlasting Love,Andy Gibb,ZPA045,11
An Honest Mistake,Bravery,EZH044,12
An Innocent Man,Billy Joel,ZPA098,12
Analogue,A Ha,SF240,2
Anarchy In The Uk,Sex Pistols,SC2400,7
Ana's Song (Open Fire),Silverchair,SFID006,1
Anatevka,Fiddler On The Roof,PS1179,12
Anchors Aweigh,Childrens,TT036,2
And Fools Shine On,Brother Cane,SC8199,9
And I,Ciara,PHM0510,8
And I,Ciara (Vocal),PHM0510,17
And I Am Telling You I'm Not Going,Jennifer Holiday,SC8776,15
And I Love Her,Beatles,ZPA090,9
And I Love You So,Don Mclean,SC8668,3
And I Love You So,Perry Como,SC7505-V2,9
And I Love You So,Shirley Bassey,LGK002,10
And If I Had,Teddy Pendergrass,LEG230,6
And I'm Telling You,Dreamgirls,LEGBR02,11
And It Stoned Me,Van Morrison,SC8689,9
And She Said (2006 Mets Anthem),Lucas Prata,PHM0611,7
And She Said (2006 Mets Anthem),Lucas Prata (Vocal),PHM0611,16
And She Was,Talking Heads,SFMW884,4
And So It Goes,Billy Joel,ZPA098,7
And So It Goes,Billy Joel (Vocal),PS1308,9
And Still,Reba Mcentire,SC8179,12
And The Beat Goes On,Whispers,SFMW831,2
And The Boys,Angus And Julia Stone,SFKK40,6
And The Cradle Will Rock,Van Halen,SC8710,15
And The Grass Won't Pay No Mind,Neil Diamond,TT067,1
And Then,Dusty Drake,SC8779,5
And We Danced,Hooters,SC8568,9
And When I Die,Blood Sweat And Tears,SC7543,9
And Your Bird Can Sing,Beatles,SFWS038,9
Andy Gibb Medley,Andy Gibb,ZPA028,13
Anema E Core,Neopolitan,PS1099,17
Anema E Core,Neopolitan (Vocal),PS1099,2
Angel,Aerosmith,ZPA066,10
Angel,Akon,SFKK51,9
Angel,Amanda Perez,SPC019,10
Angel,Anita Baker,SC8754,12
Angel,Jimi Hendrix,US03,8
Angel,Jon Secada,TT054,1
Angel,Leona Lewis,ZPA128,8
Angel,Lionel Richie,ZPA121,14
Angel,Madonna,SC8305,5
Angel,Natasha Bedingfield,PHM0811,4
Angel,Pharrell,SF239,5
Angel,Sara Mclachlan,SPC021,11
Angel,Sarah Maclachlan,SFMW895,9
Angel,Sarah Mclachlan,ZPA072,9
Angel,Shaggy,TT026,1
Angel,Shaggy (Vocal),PHM0104,11
Angel,Westlife,SF187,11
Angel Baby,Rosie And The Originals,SC8521,13
Angel Boy,Tim Mcgraw,SC8745,5
Angel City Of Angels,Sarah Mclachlan,SC8484,5
Angel Eyes,Abba,SFWS028,2
Angel Eyes,Jeff Healey Band,SC7545,11
Angel Eyes,Jeff Healy Band,AH8001,1
Angel Eyes,Tamara Walker,TT071,1
Angel Flying Too Close To The Groun,Willie Nelson,TT040,4
Angel From Montgomery,Bonnie Raitt,LEG237,9
Angel In Disguise,Brandy,SC8519,2
Angel In My Eyes,John Michael Montgomery,SC8409,12
Angel In Your Arms,Hot,SC8588,7
Angel Of Harlem,U2,SFWS020,9
Angel Of Mine,Eternal,SF115,8
Angel Of Mine,Monica,SC3108,5
Angel Of Music,Phantom Of The Opera,LEGBR08,8
Angel Of The Morning,Juice Newton,SFID010,4
Angel Of The Morning,Merilee Rush,MM6098,12
Angel On My Shoulder,Natalie Cole,SC8673,11
Angel Street,M People,SF120,16
Angela Jones,Michael Cox,SF083,4
Angelia,Richard Marx,SFMW829,1
Angeline Is Coming Home,Badlees,SC8304,9
Angelo,Brotherhood Of Man,ZKH06,13
Angels,Amy Grant,SC2045,4
Angels,Jessica Simpson,PHM0409,1
Angels,Jessica Simpson (Vocal),PHM0409,10
Angels,Randy Travis,SPC038,18
Angels,Robbie Williams,ZPA022,4
Angels (Acoustic Version),Robbie Williams,SFGD015,15
Angels Among Us,Alabama,SC8149,2
Angels Cry,Mariah Carey And Ne-yo,CB30125,3
Angels Cry,Mariah Carey And Ne-yo W/voc,CB30125,11
Angels Cry,Mariah Carey Ftg Ne-yo,CB30124,7
Angels Don't Fly,James Prosser,SC8549,10
Angel's Eye,Aerosmith,SC8659,6
Angels In Waiting,Tammy Cochran,TT064,2
Angels Listened In,Crests,SC8258,7
Angels Of The Silences,Counting Crows,SC8337,15
Angels On The Moon,Thriving Ivory,PHM0811,8
Angel's Son,Strait Up And Lajon,SC8672,5
Angels We Have Heard On High,Christmas,SC2019,8
Angels Wings,Westlife,SFMW815,13
Angels With Dirty Faces,Sham 69,SFPL024,11
Angels Working Overtime,Deana Carter,SC8533,1
Angels Would Fall,Melissa Etheridge,SGB0030,11
Angie,Rolling Stones,SC8670,4
Angie Baby,Helen Reddy,SFMW801,14
Angry All The Time,Tim Mcgraw,TT063,2
Angry Eyes,Loggins And Messina,LEG103,10
Angry Johnny,Poe,SC8320,11
Angry Mob,Kaiser Chiefs,EZH066,8
Animal,Def Leppard,US04,11
Animal,Neon Trees,PHM1008,5
Animal,Neon Trees (Vocal),PHM1008,14
Animal,Pearl Jam,SFWS044,4
Animal Crackers In My Soup,Shirley Temple,SFMW904,10
Animal Nitrate,Suede,SFMW895,6
Animal Song,Savage Garden,SGB0011,15
Animals,Nickelback,THMR0603,10
Animals,Nickelback (Vocal),THMR0603,1
Animaniacs,Tv Theme,SC8438,20
Ann (Don't Go Runnin'),Tommy Overstreet,SC8537,9
Anna (Go To Him),Beatles,ZPA008,4
Anna Go To Him,Beatles,DKK022,15
Anna Molly,Incubus,SC9015,3
Annie I'm Not Your Daddy,Kid Creole And The Coconuts,SFMW870,14
Annie Laurie,Childrens,DKG038,13
Annie's Song,John Denver,ZLP07,19
Annie's Song,John Denver (Vocal),PS1259,2
Anniversary,Tony Toni Tone,SC8121,11
Anniversary Song,Al Jolson,PI301,6
Anniversary Song,Dinah Shore,DKK025,4
Anniversary Song,Tom Jones,LEG127,12
Anniversary Waltz,Al Jolson,LEG134,6
Anonymous,Bobby Valentino / Timbaland,CBE09-24,13
Another Brick In The Wall,Pink Floyd,SGB0064,2
Another Chance,Roger Sanchez,SFCC001,8
Another Chance At Love,Shelby Lynne,SC8280,7
Another Day,Paul Mccartney,ZKH05,8
Another Day,Rent,PS1396-2,7
Another Day Goes By,Dakota Moon,SC8481,2
Another Day In Paradise,Phil Collins,SFHH05-1,6
Another Dumb Blonde,Hoku,SC8607,10
Another Dumb Blonde,Hoku (Vocal),PHM0005,16
Another Girl,Beatles,ZPA008,6
Another Goodbye,Donna Fargo,SC8676,7
Another Lonely Song,Tammy Wynette,SAVA009,5
Another Lover,Hear Say,SFGD001,4
Another Night,Real Mccoy,SC8746,11
Another Nine Minutes,Yankee Grey,SC8590,14
Another One Bites The Dust,Queen,ZPA043,10
Another One Rides The Bus,Weird Al Yankovic,SGB0023,4
Another Part Of Me,Michael Jackson,JV0017,8
Another Perfect Day,American Hi Fi,PHM0110,7
Another Perfect Day,American Hi Fi (Vocal),PHM0110,16
Another Perfect Day,Blake And Brian,SC8388,2
Another Place Another Time,Engelbert Humperdinck,LEG111,7
Another Place To Fall,Kt Tunstall,SF242,14
Another Rainy Night (Without You),Queensryche,SC8691,8
Another Rock And Roll Christmas,Gary Glitter,SF030,15
Another Sad Love Song,Toni Braxton,SF019,11
Another Saturday Night,Cat Stevens,LEG242,7
Another Saturday Night,Jimmy Buffett,SC8147,7
Another Side,Sawyer Brown,SC8444,5
Another Side Of You,Joe Nichols,SC9013,2
Another Sleepless Night,Anne Murray,PI205,12
Another Somebody Done Somebody Wron,B J Thomas,SGB0041,3
Another Somebody Done Somebody Wron,Bj Thomas,SFID005,13
Another Time Around,Sum 41,SFPL005,15
Another Way To Die,Alicia Keys And Jack White,SFKK30,12
Another Way To Die,Disturbed,SF296,2
Another Way To Die,Disturbed (Vocal),CB30151,10
Another Way To Die,Jack White And Alicia Keys,QH303,9
Another You Another Me,Brady Seals,SC8319,2
Answer Is Yes,Michelle Wright,SC8341,7
Answer Me My Love,Nat King Cole,DKK092,18
Answer The Phone,Sugar Ray,SC8731,8
Answer To My Prayer,Skip Ewing,SC8402,2
Answering Bell,Ryan Adams,SC8752,11
Answering Service,Gerald Levert,SC8156,9
Ant Music,Adam And The Ants,SF105,5
Anthem,Filo And Perry Feat Eric Lumi,SF263,6
Anthem For The Year 2000,Silverchair,SFID005,4
Anthemic,Magnetic Man Feat P Money,SF307,10
Anticipation,Carly Simon,SGB0032,15
Ants Marching,Dave Matthews Band,SC8199,6
Any Day Now,Ronnie Milsap,SC7544,13
Any Dream Will Do,Joseph And The Amazing Techni,SGB0050,9
Any Dream Will Do,Lee Mead,EZH064,10
Any Man Of Mine,Shania Twain,TT055,2
Any Man Of Mine,Shania Twain (Vocal),PS1225,6
Any Old Iron,Stanley Holloway,SFMW909,8
Any Old Wind That Blows,Johnny Cash,SC8604,7
Any One Of Us (Stupid Mistake),Gareth Gates,SF193,17
Any Other Night,Sharissa,SC8758-V2,10
Any Other Way,Celine Dion,SC8235-V2,2
Any Time At All,Beatles,SC8360,9
Any Way At All,Donna Summer,SC8170,13
Any Way That You Want Me,Troggs,ZPA094,15
Any Way You Want It,Journey,SGB0048,13
Anymore,Travis Tritt,SC8352-V2,4
Anyone At All,Carole King,SC8503,6
Anyone At All,Carole King (Vocal),PS1391,7
Anyone Else,Collin Raye,SC8512,3
Anyone Who Had A Heart,Cilla Black,EK040,10
Anyone Who Had A Heart,Dionne Warwick,SC8258,9
Anyone Who Isn't Me Tonight,Dottie West And Kenny Rogers,SC8408,9
Anyplace Is Paradise,Elvis Presley,MM6090,11
Anything,3t,SC8263,11
Anything,Culture Beat,SF006,9
Anything,Jaheim,SC8758-V2,1
Anything,S W V,MM6078,14
Anything,Third Eye Blind,SC8639,16
Anything But Down,Sheryl Crow,SC8519,9
Anything But Mine,Kenny Chesney,BH0305,3
Anything But Ordinary,Avril Lavigne,ZPA019,11
Anything For You,Gloria Estefan And Miami Soun,CBE09-20,6
Anything For Your Love,Eric Clapton,SGB0020,7
Anything Goes,Anything Goes,LEGBR05,4
Anything Goes,Ella Fitzgerald,PI306,14
Anything Goes,Frank Sinatra,PS1050,19
Anything Goes,Frank Sinatra (Vocal),PS1050,9
Anything Goes,Randy Houser,CBE10-11,5
Anything Is Possible,Will Young,SF190,15
Anything You Can Do,Annie Get Your Gun,SGB0050,5
Anything You Can Do I Can Do Better,Annie Get Your Gun,LEGBR04,6
Anything's Possible,Jonny Lang,THM2006,--
Anytime,Brian Mcknight,SC8452,11
Anytime,Journey,SC8658,10
Anytime You Need A Friend,Mariah Carey,SC8497,8
Anyway (Clean),Cee Lo Green,SF311,13
Anyway Anyhow Anywhere,Who,LEG037,7
Anyway That You Want Me,Troggs,SAVP028,1
Anyway You Want It,Journey,SC8223-V2,1
Anywhere But Here,Sammy Kershaw,SC8131,14
Apartment Number Nine,Tammy Wynette,SC8682,3
Apartment Number Nine,Tammy Wynette (Vocal),PS1304,11
Aphrodite,Kylie Minogue,SFKK48,11
Apologize,One Republic,CBE09-25,9
Apologize,Timbaland,SF261,10
Apologize,Timbaland And One Republic,SFKK20,10
Apologize,Timbaland And One Republic (V,PHM0711,11
Applejack,Dolly Parton,SC8144,12
Apples Peaches Pumpkin Pie,Jay And The Techniques,SC8418,1
Appletree,Erykah Badu,SC8754,5
April Love,Pat Boone,SC8441,3
April Shower,Al Jolson,LEG110,8
April Sun In Cuba,Dragon,SFHH05-1,8
Aqua Marina,Gary Miller,SFMW901,5
Aqualung,Jethro Tull,RC6905,16
Aquarius,5th Dimension,LEG220,3
Aquarius,Hair,LEGBR06,12
Aquarius Let The Sun Shine In,Fifth Dimension,SC8663,4
Aquarius Let The Sunshine In,5th Dimension,SFMW880,6
Archies,Tv Theme,SC8438,18
Are Friends Electric,Tubeway Army,SFMW812,3
Are The Good Times Really Over,Merle Haggard,DKK079,18
Are We In Trouble Now,Randy Travis,SC8298,2
Are You Ever Gonna Love Me,Holly Dunn,SC8133,2
Are You Gonna Be My Girl,Jet,SFMW850,14
Are You Gonna Go My Way,Lenny Kravitz,SFID008,5
Are You Gonna Go My Way,Tom Jones And Robbie Williams,SFMW829,2
Are You Gonna Kiss Me Or Not,Thompson Square,CB60454,5
Are You Gonna Kiss Me Or Not,Thompson Square (Vocal),CB60454,13
Are You Happy Baby,Dottie West,SC7555,14
Are You Happy Baby?,Dottie West,CBE10-03,6
Are You Happy Now,Michelle Branch,PHM0308,3
Are You Happy Now,Michelle Branch (Vocal),PHM0308,12
Are You Jimmy Ray,Jimmy Ray,SC8440,10
Are You Lonesome To Night?,Elvis Presley,CBSE1,--
Are You Lonesome Tonight,Elvis Presley,ZPA001,8
Are You Lonesome Tonight,Sing A Long,PX005,11
Are You Lookin' At Me,Ricky Tomlinson,LGK008,7
Are You Lovin' Me Like I'm Lovin' Y,Ronnie Milsap,SC8352-V2,8
Are You Lovin? Me Like I?m Lovin? Y,Ronnie Milsap,CBE10-04,16
Are You On The Road To Lovin' Me Ag,Debby Boone,SC8412,15
Are You Ready,Creed,SC8645,10
Are You Ready For Love,Elton John,ZPA105,9
Are You Sure Hank Done It This Way,Waylon Jennings,SC8276,9
Are You There,Oleander,SC8694,2
Are You With Me,Potbelleez,SFKK26,9
Are Your Eyes Still Blue,Shane Mcanally,SC8549,15
Area Codes,Ludacris,TT062,2
Arizona Rain,3 Of Hearts,TT071,2
Arizona Rain,Three Of Hearts,SC8714,15
Arlandria,Foo Fighters,SFKK59,12
Armageddon It,Def Leppard,SC8197,2
Arms,Christina Perri,SFKK63,3
Arms Around The World,Louise,SF115,10
Arms Of The One Who Loves You,Xscape,SC8465,8
Arms Wide Open,Creed,SFHH05-1,9
Army,Ben Folds Five,SC8542,5
Army Dreamers,Kate Bush,SFMW898,2
Army Of Lovers,Lee Ryan,SF233,4
Army Of Me,Bjork,SFMW932,7
