ARTIST,SONG,MF CODE,TRACK
Girls Aloud,Love Machine,SFPL002,13
Girls Aloud,Loving Kind,SF276,07
Girls Aloud,No Good Advice,SFPL001,13
Girls Aloud,Promise,ZPP05-2,12
Girls Aloud,See The Day,MRH026,02
Girls Aloud,Sexy No No No,SF259,14
Girls Aloud,Show,SFPL002,12
Girls Aloud,Some Kind Of Miracle,SFPL001,14
Girls Aloud,Something Kinda Ooh,STTW3057,10
Girls Aloud,Something Kinda Oooh,SFPL003,14
Girls Aloud,Something Kinda Ooooh,MRH033,04
Girls Aloud,Something New,ZPP14-2,10
Girls Aloud,Sound Of The Underground,ZLP10,05
Girls Aloud,Stay Another Day,SFPL001,12
Girls Aloud,Untouchable,ZPP06-2,11
Girls Aloud,Wake Me Up,SFPL002,15
Girls Aloud,Whole Lotta History,SFPL003,13
Girls Aloud,You Freak Me Out,KK027,12
Girl's Aloud,Sound Of The Underground,HSW014,07
Girls Aloud Vs Sugababes,Walk This Way,MRH036,02
Gladys Knight,Baby Don't Change Your Mind,SF103,03
Gladys Knight,Best Thing That Ever Happened To Me,SC8138,15
Gladys Knight,Deeper Love,LEG013,07
Gladys Knight,Freeway Of Love,LEG013,05
Gladys Knight,Help Me Make It Through The Night,SF158,15
Gladys Knight,I Don't Want To Know,LEG013,08
Gladys Knight,I Heard It Through The Grapevine,LEG013,10
Gladys Knight,If I Were Your Woman,SC8776,13
Gladys Knight,I've Got To Use My Imagination,DKG040,10
Gladys Knight,Licence To Kill,ZPA026,05
Gladys Knight,Midnight Train To Georgia,SF097,09
Gladys Knight,Neither One Of Us,SC7549,08
Gladys Knight,Rock Steady,LEG013,06
Gladys Knight,Take Me In Your Arms And Love Me,LEG013,13
Gladys Knight,Way We Were,SF077,05
Gladys Knight,Your Arms And Love Me,LEG013,12
Gladys Knight,You're The Best Thing That Ever Hap,SF091,15
Gladys Knight And The Pips,I Don't Want To Do Wrong,SC8776,14
Gladys Knight And The Pips,Midnight Train To Georgia,SFGD024,07
Gladys Knight And The Pips,On And On,SC8634,04
Gladys Knight And The Pips,You're The Best Thing That Happened,SFGD024,14
Glamma Kid,Taboo,SF140,11
Glass Tiger,Don't Forget Me (When I'm Gone),SC8583,08
Glass Tiger,My Town,SFMW907,01
Glass Tiger,Someday,SC8314,05
Glasvegas,Daddy's Gone,ZPP05-1,03
Glasvegas,Flowers And Football Tops,SF278,10
Glee,You Can't Stop The Beat,SFKK64,16
Glee Cast,Alone,SFMW924,15
Glee Cast,Borderline/open Your Heart,SFKK46,12
Glee Cast,Deck The Rooftop,SFMW930,01
Glee Cast,Defying Gravity,ZPBX2-2,04
Glee Cast,Don't Stop,SFKK60,03
Glee Cast,Don't Stop Believin',ZPP08-1,07
Glee Cast,Don't Stop Believing,SF289,08
Glee Cast,Gold Digger,SFMW923,15
Glee Cast,Halo / Walking On Sunshine,MRTCH02,13
Glee Cast,Halo Walking On Sunshine,SFMW922,15
Glee Cast,Jessie's Girl,SFKK46,14
Glee Cast,Like A Virgin,SFKK46,13
Glee Cast,Loser Like Me,SFKK59,08
Glee Cast,Marry You,SFKK56,03
Glee Cast,On My Own,ZPBX2-4,18
Glee Cast,Poker Face,SFKK49,11
Glee Cast,Thriller Heads Will Roll,SFKK57,11
Glee Cast,True Colours,SFKK46,15
Glen Campbell,By The Time I Get To Phoenix,SC7539,15
Glen Campbell,Country Boy (You Got Your Feet In L,SC8506,07
Glen Campbell,Dream Baby,CB90091,15
Glen Campbell,Dreams Of The Everyday Housewife,SC8509,14
Glen Campbell,Everything A Man Could Ever Need,SC8414,15
Glen Campbell,Faithless Love,SC7569,13
Glen Campbell,Galveston,STTW3050,05
Glen Campbell,Gentle On My Mind,SGB0041,06
Glen Campbell,Honey Come Back,SF102,11
Glen Campbell,I Have You,CB90091,09
Glen Campbell,I Love How You Love Me,CB90091,03
Glen Campbell,I Wanna Live,SC8428,04
Glen Campbell,It's Only Make Believe,DKG002,08
Glen Campbell,Lady Like You,SC8426,11
Glen Campbell,More Than Enough,CB90091,11
Glen Campbell,Old Home Town,SAVA011,09
Glen Campbell,Rhinestone Cowboy,ZLP05,17
Glen Campbell,Southern Nights,SC8421,06
Glen Campbell,Try A Little Kindness,SC7558,06
Glen Campbell,Wichita Lineman,SF102,04
Glen Campbell And R Coolidge,Something About You Baby I Like,SAVP040,16
Glen Feary,Party Town,SFMW811,06
Glen Hansard And Marketa Irg,Falling Slowly,SC9010,14
Glen Hansard And Marketa Irgl,Falling Slowingly,PHM0806,18
Glen Madeiros,Nothing's Gonna Change My Love For,SF108,15
Glen Templeton,I Could Be The One,CB5147-02,11
Glen Yarbrough,Baby The Rain Must Fall,SAVP028,19
Glenn Frey,Heat Is On,SFMW803,15
Glenn Frey,I've Got Mine,SC8270,05
Glenn Frey,One You Love,LEG126,14
Glenn Frey,Party Town,AH8003,02
Glenn Frey,Smuggler's Blues,LEG125,17
Glenn Frey,True Love,LEG125,15
Glenn Frey,You Belong To The City,SFMW812,15
Glenn Lewis,Don't You Forget It,SC8757,11
Glenn Medeiros,Nothing's Gonna Change My Love For,SC8585,08
Glenn Medeiros,She Ain't Worth It,CB5038-02,02
Glenn Miller,Chattanooga Choo Choo,SC7528,08
Glenn Miller,Moonlight Serenade,AH8012,02
Glitter Band,Angel Face,SF071,13
Gloria Estefan,Always Tomorrow,LEG121,02
Gloria Estefan,Anything For You,STTW3058,12
Gloria Estefan,Coming Out Of The Dark,LEG121,10
Gloria Estefan,Conga,LEG246,12
Gloria Estefan,Cuts Both Ways,LEG121,03
Gloria Estefan,Don't Wanna Lose You,SFMW809,12
Gloria Estefan,Everlasting Love,SF019,06
Gloria Estefan,Get On Your Feet,SFMW876,08
Gloria Estefan,Heaven's What I Feel,LEG150,14
Gloria Estefan,Here We Are,LEG121,08
Gloria Estefan,Hold Me Thrill Me Kiss Me,SF010,14
Gloria Estefan,I Knew You When,JV0041,06
Gloria Estefan,If We Were Lovers,LEG121,06
Gloria Estefan,It's Too Late,SC8195,06
Gloria Estefan,Live For Loving You,LEG121,15
Gloria Estefan,Music Of My Night,LEG121,14
Gloria Estefan,Nayib's Song (I Am Here For You),SC8246,08
Gloria Estefan,Oye Mi Canto,SFMW830,12
Gloria Estefan,Reach,PHM9606,09
Gloria Estefan,Rhythm Is Gonna Get You,LEG121,13
Gloria Estefan,Turn The Beat Around,SFMW882,10
Gloria Estefan,Words Get In The Way,LEG121,12
Gloria Estefan,You Can't Walk Away From Love,PHM0105,04
Gloria Estefan,You'll Be Mine,SC8312,15
Gloria Estefan And Miami Soun,Anything For You,CBE09-20,06
Gloria Estefan And Miami Soun,Can't Stay Away From You,CBE10-18,13
Gloria Gaynor,Honeybee,SFMW910,08
Gloria Gaynor,I Am What I Am,SFMW804,07
Gloria Gaynor,I Will Survive,ZPBX2-3,12
Gloria Gaynor,I Will Survive (1993 Remix),SF006,07
Gloria Gaynor,Never Can Say Goodbye,SFMW801,02
Gloria Hardiman,Meet Me With Your Black Drawers On,SC7598,08
Gloria Loring And Carl Anders,Friends And Lovers,SC8119,11
Gloria Loring And Carl Anders,Friends Are Lovers,SAVP021,13
Gloriana,Wild At Heart,SFKK41,11
Gloriana,World Is Ours Tonight,CB5143-02,09
Gnarles Barkley,Crazy,EZH054,17
Gnarles Barkley,Smiley Faces,MRH031,05
Gnarles Barkley,Who Cares,MRH033,12
Gnarls Barclay,Smiley Faces,SF245,08
Gnarls Barkley,Crazy,ZPP02-2,01
Gnarls Barkley,Gone Daddy Gone,PHM0611,03
Gnarls Barkley,Run,SF266,13
Gnarls Barkley,Smiley Faces,THM2006,--
Gnarls Barkley,Who Cares,SF249,02
Go,I Do Love You,RB006,07
Go Gary,Wonderful,PHM0909,07
Go Go's,Head Over Heals,LEG233,12
Go Go's,Head Over Heels,SC7561,15
Go Go's,Our Lips Are Sealed,SC8331,14
Go Go's,Vacation,SC8420,04
Go Go's,We Got The Beat,SC7523,10
Go West,Call Me,SFMW868,07
Go West,King Of Wishful Thinking,SF082,10
Go West,We Close Our Eyes,SF033,03
Go West,What You Won't Do For Love,SC8246,09
Goapele,First Love,THM2006,--
Godley And Creme,Under Your Thumb,SFMW868,04
Godsmack,Awake,SC8765,01
Godsmack,Cryin' Like A Bitch!,PHM1006,02
Godsmack,Greed,TT059,08
Godsmack,I Stand Alone,SC8757,05
Godsmack,Love-hate-sex-pain,PHM1101,06
Godsmack,Saints And Sinners,PHM1107,07
Godsmack,Speak,SC8983,02
Godsmack,Voodoo,SGB0042,01
Godsmack,Whatever,SC2221,08
Godspell,Alas For You,PS1241,21
Godspell,All For The Best,PS1241,18
Godspell,Bless The Lord,PS1241,17
Godspell,By My Side,PS1241,22
Godspell,Day By Day,SC2233,05
Godspell,Learn Your Lessons Well,PS1241,16
Godspell,Light Of The World,PS1241,20
Godspell,On The Willows,PS1241,24
Godspell,Prepare Ye,PS1241,13
Godspell,Save The People,PS1241,14
Godspell,We Beseech Thee,PS1241,23
Golden Earing,Radar Love,IMPK19,16
Golden Earring,Radar Love,SGB0064,13
Golden Earring,Twilight Zone,SC8456,03
Goldfrapp,A + E,SF264,14
Goldfrapp,Caravan Girl,SF269,04
Goldfrapp,Fly Me Away,SF243,06
Goldfrapp,Happiness,SF267,15
Goldfrapp,Number 1,SF237,08
Goldfrapp,Number One,MRH023,10
Goldfrapp,Ooh La La,SF235,02
Goldfrapp,Ride A White Horse,SF240,09
Goldfrapp,Rocket,ZPP09-2,08
Goldfrapp,Strict Machine,SFMW887,05
Goldie Lookin Chain,Guns Don't Kill People,SF222,05
Goldie Lookin Chain,Your Mother's Got A Penis,SF223,10
Goldie Lookin' Chain,Guns Don't Kill People Rappers Do,EZH038,12
Gompie,Who The F##k Is Alice,BRTSPK006,10
Gonzalez,I Haven't Stopped Dancing Yet,SFMW868,11
Goo Goo Dolls,Better Days,THM2006,--
Goo Goo Dolls,Big Machine,SC8783,05
Goo Goo Dolls,Black Balloon,SC8548,03
Goo Goo Dolls,Broadway,SGB0042,06
Goo Goo Dolls,Dizzy,SC8523,12
Goo Goo Dolls,Fiction (Before It's Too Late),CB5108-03,07
Goo Goo Dolls,Give A Little Bit,SC8909,02
Goo Goo Dolls,Here Is Gone,SC8758,06
Goo Goo Dolls,Home,PHM1011,05
Goo Goo Dolls,Iris,ZPBX2-3,17
Goo Goo Dolls,Iris City Of Angels,SC8639,04
Goo Goo Dolls,Let Love In,THM2006,--
Goo Goo Dolls,Long Way Down,SC8639,07
Goo Goo Dolls,Naked,SC8248,12
Goo Goo Dolls,Name,SC8639,03
Goo Goo Dolls,Not Broken,CB5146-02,15
Goo Goo Dolls,Notbroken,PHM1102,06
Goo Goo Dolls,Real,PHM0812,09
Goo Goo Dolls,Slide,US02,05
Goo Goo Dolls,Stay With You,THMR0607,16
Good Charlotte,Anthem,KK022,01
Good Charlotte,Dance Floor Anthem,SFKK17,15
Good Charlotte,Girls And Boys,SF205,12
Good Charlotte,Hold On,SC2447,05
Good Charlotte,I Don't Want To Be In Love (Dance F,CBE09-25,03
Good Charlotte,I Just Wanna Live,SC8914,09
Good Charlotte,Keep Your Hands Off My Girl,SFMW886,13
Good Charlotte,Last Night,PHM1104,05
Good Charlotte,Lifestyles Of The Rich And Famous,SC2447,08
Good Charlotte,Like It's Her Birthday,PHM1101,03
Good Charlotte,Misery,SFKK22,04
Good Charlotte,River,SF256,03
Good Charlotte,Sex On The Radio,SFKK54,10
Good Morning Vietnam,What A Wonderful World,MM6023,08
Good Size,Pineapple Song,SF224,10
Goodies,Black Pudding Bertha,SFGD041,11
Goodies,Blowing Off,SFGD041,13
Goodies,Funky Gibbon,SFMW825,03
Goodies,Goodies Theme,SFMW826,07
Goodies,In Betweenies,SFGD041,14
Goodies,Last Chance Dance,SFGD041,16
Goodies,Make A Daft Noise For Christmas,SFGD041,09
Goodies,Please Let Us Play,SFGD041,12
Goodies,Sick Man Blues,SFGD041,15
Goodies,Wild Thing,SFGD041,10
Goombay Dance Band,Seven Tears,SFMW917,02
Goons,Ying Tong Song,SFMW835,06
Gordon Haskell,How Wonderful You Are,STTW3036,07
Gordon Lightfoot,Beautiful,SC2407,12
Gordon Lightfoot,Carefree Highway,SC8174,15
Gordon Lightfoot,Circle Is Small (I Can See It I,SC8594,08
Gordon Lightfoot,If You Could Read My Mind,SGB0057,04
Gordon Lightfoot,Rainy Day People,SC7563,03
Gordon Lightfoot,Sun Down,IMPK22,18
Gordon Lightfoot,Sundown,SGB0022,06
Gordon Lightfoot,Wreck Of The Edmund Fitzgerald,SC8467,01
Gordon Macrae,Surrey With A Fringe On Top,SFMW891,14
Gorillaz,19 2000,SF181,11
Gorillaz,Clint Eastwood,SF178,13
Gorillaz,Dare,SFKK05,12
Gorillaz,Dirty Harry,MRH025,13
Gorillaz,El Manana,SFMW879,12
Gorillaz,Feel Good Inc,SFKK03,11
Gorillaz,Kids With Guns,SFMW877,02
Gorillaz,Stylo,SF289,12
Gorillaz And De La Soul,Feel Good Inc,EZH045,09
Gorillaz Feat Mos Def And Bob,Stylo,PHM1005,12
Gospel,All Good Gifts,PS1241,19
Gospel,Amazing Grace,SPC014,14
Gospel,Go Tell It On The Mountain,PI001,06
Gossip,Heavy Cross,SFKK36,05
Gossip,Listen Up,SF257,02
Gossip,Standing In The Way Of Control,SF253,04
Gotye,Eyes Wide Open,SF314,11
Gotye,I Feel Better,SF318,02
Gotye Feat Kimbra,Somebody That I Used To Know (Duet),ZPP13-2,03
Gotye Feat Kimbra,Somebody That I Used To Know (Solo,ZPP13-2,04
Gotye Ft Kimbra,Somebody That I Used To Know,SF312,04
Gq,Disco Night Part 1,RB018,10
Gq,Disco Night Part 2,RB018,11
Gq,Disco Nights,AH8014,06
Grace Jones,Pull Up The Bumper Part 1,RB003,09
Grace Jones,Pull Up The Bumper Part 2,RB003,10
Grace Jones,Pull Up To The Bumper,SF075,15
Grace Potter And The Nocturna,Stars,ASK1212A,09
Gracie Fields,In My Little Bottom Drawer,ZPA089,13
Gracie Fields,Sally,ZPA089,11
Gracie Fields,Sing As We Go,ZPA089,12
Gracie Fields,Wish Me Luck As You Wave Me Goodbye,ZPA089,10
Graciela Susana,Adora,SAVP019,11
Graham Brown,Don't Go To Strangers,SC8434,06
Graham Brown,Wine Into Water,SC8488,02
Graham Colton,Best Days,BH0317,01
Grand Funk,Bad Time,SC2439,04
Grand Funk,Locomotion,SC2439,03
Grand Funk,We're An American Band,SC2439,06
Grand Funk Railroad,Bad Time,SC8197,04
Grand Funk Railroad,Footstompin' Music,SC7562,03
Grand Funk Railroad,I'm Your Captain (Closer To Home),DG011,04
Grand Funk Railroad,I'm Your Captain Closer To Home,RC6905,07
Grand Funk Railroad,Locomotion,SC8106,10
Grand Funk Railroad,Mean Mistreater,SC8539,09
Grand Funk Railroad,Some Kind Of Wonderful,SPC027,07
Grand Funk Railroad,We're An American Band,SC8368,03
Grandad,Meat Pie Sausage Roll,SF121,03
Grandad And Son Elvis,Meat Pie Sausage Roll,EZH055,16
Grandmaster Flash,Message,SFMW806,13
Grandmaster Flash,White Lines,SC8656,07
Grandmaster Flash And Furiou,Freedom (Part 1),RB007,08
Grandmaster Flash And Furiou,Freedom (Part 2),RB007,09
Grandmaster Flash And Melle M,White Lines,SFGD032,06
Grant Gogi,Wayward Wind,SC8196,13
Grant Lee Buffalo,Truly Truly,SC8481,13
Grascals And Dolly Parton,Viva Las Vegas,SC8965,01
Grass Roots,Heaven Knows,SC8575,06
Grass Roots,Let's Live For Today,SC7566,06
Grass Roots,Midnight Confession,KH001,13
Grass Roots,Midnight Confessions,SPC033,13
Grass Roots,Sooner Or Later,SGB0051,04
Grass Roots,Temptation Eyes,SC8227,10
Grass Roots,Two Divided By Love,SC8644,02
Grass Roots,Wait A Million Years,SC7562,09
Grateful Dead,Casey Jones,SGB0062,15
Grateful Dead,Friend Of The Devil,LEG045,04
Grateful Dead,Ripple,SC8510,04
Grateful Dead,Touch Of Grey,SC8197,06
Grateful Dead,Truckin',SC8204,04
Grateful Dead,Uncle John's Band,SC8724,05
Grayson Hugh,Talk It Over,SFKK56,13
Grease,Beauty School Drop-out,ZPA060,06
Grease,Blue Moon,ZPA060,10
Grease,Born To Hand Jive,ZPA060,14
Grease,Grease,ZPA060,01
Grease,Grease Medley,ZPA060,20
Grease,Grease Megamix,ZPA060,19
Grease,Greased Lightning,ZPA060,08
Grease,Greased Lightning (Clean Version),SC8910,07
Grease,Hopelessly Devoted To You,ZPA060,03
Grease,Hound Dog,ZPA060,13
Grease,It's Raining On Prom Night,ZPA060,09
Grease,Look At Me I'm Sandra Dee,ZPA060,07
Grease,Look At Me I'm Sandra Dee (Reprise),SC8910,14
Grease,Rock And Roll Is Here To Stay,ZPA060,11
Grease,Rock And Roll Party Queen,ZPA060,16
Grease,Sandy,ZPA060,05
Grease,Summer Nights,ZPA060,02
Grease,Tears On My Pillow,ZPA060,15
Grease,There Are Worse Things I Could Do,ZPA060,17
Grease,Those Magic Changes,ZPA060,12
Grease,We Go Together,ZPA060,18
Grease,You're The One That I Want,ZPA060,04
Great Divide,San Isabella,SC8533,12
Great Plains,Dancin' With The Wind,SC8294,10
Great Plains,Healin' Hands,SC8315,12
Great White,Once Bitten Twice Shy,US04,03
Great White,Rock Me,SC8597,04
Great White,Save Your Love,SC8917,05
Green Day,21 Guns,ZPP07-1,01
Green Day,21st Century Breakdown,SFKK39,15
Green Day,American Idiot,SFPL005,02
Green Day,Basket Case,SGB0028,12
Green Day,Boulevard Of Broken Dreams,ZPP01-2,08
Green Day,Brain Stew,SC8248,10
Green Day,Good Riddance (Time Of Your Life),ZPBX2-2,20
Green Day,Holiday,SFPL005,05
Green Day,I've Got The Music In Me,IMPK13,06
Green Day,Jesus Of Suburbia,SFMW873,06
Green Day,Know Your Enemy,ZPP06-1,15
Green Day,Longview,SGB0028,14
Green Day,Simpsons Theme,MRH040,07
Green Day,Time Of Your Life,SPC021,18
Green Day,Tired Of Waiting,HD006A,07
Green Day,Wake Me Up When September Ends,SPC037,17
Green Day,Walking Contradiction,SC8348,15
Green Day,Welcome To Paradise,SFMW917,01
Green Day,When I Come Around,SC8148,08
Green Day,Working Class Hero,SC9006,13
Green River Ordinance,Come On,PHM0911,03
Greg Allman,Midnight Rider,PI005,05
Greg Bates,Do It For The Girl,ASK1212A,02
Greg Holland,When I Come Back Be My Dog,SC8152,15
Greg Kihn,They Don't Write Them Like That Any,SGB0054,10
Greg Kihn Band,Break Up Song,AH8001,02
Greg Kihn Band,Breakup Song,TT035,15
Greg Kihn Band,Breakup Song (They Don't Write 'em),SC8313,01
Greg Kihn Band,For You,TT035,05
Greg Kihn Band,Jeopardy,SC8425,04
Greg Lake,I Believe In Father Christmas,ZKH09,10
Gregg Allman,I'm No Angel,SC8568,06
Gregg Allman,Midnight Rider,SC8922,13
Gregory Abbott,Shake You Down,SC8201,10
Gregory Isaacs,When I See An Elephant Fly,SC8930,08
Gretchen Peters,I Ain't Ever Satisfied,SC8298,14
Gretchen Peters,When You Are Old,SC8280,03
Gretchen Wilson,All Jacked Up,SPC038,11
Gretchen Wilson,Bed,ZPA078,07
Gretchen Wilson,California Girls,THM2006,--
Gretchen Wilson,Chariot,ZPA079,06
Gretchen Wilson,Come To Bed,BH0315,16
Gretchen Wilson,Don't Do Me No Good,CBE09-07,08
Gretchen Wilson,Full Time Job,SC8974,12
Gretchen Wilson,Good Morning Heartache,SC8974,15
Gretchen Wilson,Here For The Party,ZPA079,07
Gretchen Wilson,Holdin' You,ZPA079,08
Gretchen Wilson,Homewrecker,ZPA079,09
Gretchen Wilson,I Don't Feel Like Loving You Today,THM2006,--
Gretchen Wilson,I Got Your Country Right Here,CB5143-01,07
Gretchen Wilson,I'd Love To Be Your Last,CB5145-03,13
Gretchen Wilson,One Bud Wiser,SC8991,06
Gretchen Wilson,One Of The Boys,SC9003,06
Gretchen Wilson,Pocahontas Proud,ZPA079,10
Gretchen Wilson,Politically Uncorrect,BH0312,13
Gretchen Wilson,Raining On Me,SC8974,03
Gretchen Wilson,Rebel Child,SC2492,05
Gretchen Wilson,Redneck Woman,ZPA078,06
Gretchen Wilson,Skoal Ring,SC8974,04
Gretchen Wilson,What Happened,ZPA078,08
Gretchen Wilson,When I Think About Cheatin,SC8943,14
Gretchen Wilson,When I Think About Cheatin',ZPA078,09
Gretchen Wilson,When It Rains,ZPA078,10
Gretchen Wilson,You Don't Have To Go Home,CBE09-08,01
Gretchen Wilson And Blaine La,Lips Of A Bottle,SC8986,10
Gretchen Wilson And John Rich,Come To Bed (M/f Duet),BH0315,18
Gretchen Wilson And Merle Hag,Politically Uncorrect,SC8952,09
Gretchen Wilson Feat John Ric,Come To Bed,SC8996,11
Gretchen Wilson Merle Haggard,Politically Uncorrect,THM2006,--
Groove Armada,Song 4 Mutya,SF258,03
Groove Armada,Song For Mutya,SFKK19,04
Groove Armarda,I See You Baby,SF155,01
Groove Coverage,7 Years And 50 Days,HSW013,02
Groove Generation,You Make Me Feel Like Dancing,SF124,12
Groove Theory,Baby Luv,SC8312,11
Groove Theory,Tell Me,SC8349,11
Groovegrass Boyz,Macarena,SC8351,11
Groucho Marx,Tatooed Lady,SAVP040,11
Grover Washington Jnr,Just The Two Of Us,PI016,14
Grupo Bryndis,Por Que Me Enamore,SC2247,07
Grupo Mania,Bajo La Lluvia,SC2230,03
Guess Who,American Woman,SGB0039,16
Guess Who,Hand Me Down World,SC8539,06
Guess Who,Laughing,SC8513,04
Guess Who,No Sugar Tonight,SC7562,08
Guess Who,No Time,SC8575,11
Guess Who,Shakin' All Over,SC7566,03
Guess Who,Share The Land,SC8577,03
Guess Who,These Eyes,SC8441,11
Guess Who,Undun,SC8563,08
Guillemots,Falling Out Of Reach,SF268,13
Gun,Word Up,SF009,10
Guns N Roses,Welcome To The Jungle,SFHH05-9,07
Guns 'n Roses,Sweet Child O' Mine,ZPBX2-6,01
Guns 'n' Roses,Ain't It Fun,ZPA067,01
Guns 'n' Roses,Back Off Bitch,SC8791,14
Guns 'n' Roses,Civil War,ZPA066,04
